adaptation_id,experiment_run_id,task_code,learner_code,target_attempt_number,support_level,generation_method,child_instruction,word_count,answer_format,provider,model_name,processing_time_ms,estimated_cost,created_at
1e1bb1d4-ded7-4ea4-b09c-30b030c022ca,4fee59b8-7c8e-4597-bae6-d1c237232f34,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T14:35:07.997090
10319132-41b4-4f40-b419-2dd2dfdf0923,4fee59b8-7c8e-4597-bae6-d1c237232f34,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:35:08.020703
1161a50e-08cb-4f8a-8b60-659705e30184,174bdf58-305a-4aa9-899b-ad4470f7375e,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:35:08.072367
512d40bd-1724-43eb-b55e-64c28dc8e4dd,9facab47-8a04-4453-80b5-23b946dc354b,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:35:08.088855
faa18751-21a4-4c57-a648-c5268938a2ad,9facab47-8a04-4453-80b5-23b946dc354b,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:35:08.101583
22b129dd-7cac-4375-bf8a-0ce73be6be9a,9facab47-8a04-4453-80b5-23b946dc354b,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T14:35:08.115706
12243034-d20f-4149-a3a2-82e98d7383c8,cc479c01-3683-4d1d-8af1-a098f875146e,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:35:08.146889
1df18869-07f6-4df7-866d-4cc90ab69efa,cc479c01-3683-4d1d-8af1-a098f875146e,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:35:08.160143
96d192b4-2526-4f3b-8f2c-244721f4a278,33485bc6-9080-4e2e-8640-9f25bb48cddb,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:35:08.198639
0428b524-5b35-43bd-9d7f-0b88c3809296,309e5984-a910-4f51-b665-ed86b213f962,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,3,0.0,2026-09-17T14:45:39.456085
90b81bde-4b7a-461d-a4f9-7299c4308ba4,309e5984-a910-4f51-b665-ed86b213f962,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,2,0.0,2026-09-17T14:45:39.643576
13725b41-4c4a-4bbb-af44-66e812fc64ae,0764a93e-bb2b-457c-8604-ab6691cbb89f,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,2,0.0,2026-09-17T14:45:39.831058
f01acb02-4bf3-47bc-b1d3-36ab6f7fa97c,efbe0f04-3b99-4e54-ba4d-b3bf7456246d,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,2,0.0,2026-09-17T14:45:39.984080
16500063-c55a-4950-af21-dc088ca99d0e,efbe0f04-3b99-4e54-ba4d-b3bf7456246d,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:45:40.057661
31b2f005-c19e-49ae-a175-7557091eda4a,efbe0f04-3b99-4e54-ba4d-b3bf7456246d,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:45:40.198013
3fb4fb8d-ebfc-4aa3-b540-0aed8d310393,59963779-ef86-47fb-b8e5-570bd430718e,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:45:40.412249
85ea6028-3ec6-4d1c-aa01-d86c1a7c7402,59963779-ef86-47fb-b8e5-570bd430718e,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:45:40.459300
125e5621-c38e-4d8c-b584-3054dc816814,28d2b209-7f30-459b-b1b4-8ef5e9ac791b,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T14:45:40.681251
f94944bf-0269-409a-a3a5-d39649146462,7e0d6dc5-27ed-4aff-8c60-2dadb80ad3ac,TASK-ENG-003,CHILD-003,1,mild,fallback,Put the big ball in the blue box.,8,drag_and_drop,rule_fallback,hybrid_safe_fallback,2,0.0001,2026-09-17T14:46:27.465906
69971ae0-4fd6-4217-9359-c2278edda887,746d5a8e-9c38-4594-8f3b-e7d58fa57dc6,TASK-ENG-004,CHILD-002,1,strong,rule,Look at the food. Find green vegetables.,7,tap_selection,local_template,rule_engine_v1,1,0.0,2026-09-17T14:46:27.495016
9d569046-20b8-4e27-bb42-fb14122408a1,8d8d7d3c-e04a-41c8-86e1-1f708d40d6d1,TASK-ENG-010,CHILD-004,1,moderate,hybrid,Plant seed in the dirt.,5,tap_and_place,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T14:46:27.526255
dfcaf5cb-ea31-4d03-92b5-7c53939d07d7,26e08734-7971-4138-8f55-fd7fac85baf2,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T14:46:27.560961
d566e21e-507d-4856-844c-3b2132f091ef,26e08734-7971-4138-8f55-fd7fac85baf2,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:46:31.578740
74dcd3a8-b12e-4ee6-bf43-05a481fda92e,487342f0-e91e-486d-a8cf-0461ca76a201,TASK-ENG-006,CHILD-003,1,mild,hybrid,Put cat under the desk.,5,drag_and_drop,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T14:46:31.671783
6aa083cc-6418-4aed-8178-1c6e2d10beec,c38107e7-644b-4898-8ec5-a4d57d060503,TASK-ENG-003,CHILD-003,1,mild,fallback,Put the big ball in the blue box.,8,drag_and_drop,rule_fallback,hybrid_safe_fallback,3,0.0001,2026-09-17T14:46:52.958693
d78a9de0-789e-438a-be3a-9848ef425172,018eeca2-311d-4aa2-be94-7a3dd9b2ece5,TASK-ENG-004,CHILD-002,1,strong,rule,Look at the food. Find green vegetables.,7,tap_selection,local_template,rule_engine_v1,1,0.0,2026-09-17T14:46:52.992223
2eaed378-192c-4dac-b279-947f454d2cef,6cce95ab-09b1-436f-b5a3-c1cdbe970990,TASK-ENG-010,CHILD-004,1,moderate,hybrid,Plant seed in the dirt.,5,tap_and_place,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T14:46:53.022485
696f25fe-d083-4e69-a126-638220092294,448a715c-9af5-4209-be6e-bf0f9ae23fc5,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T14:46:53.051480
03920f1a-e23e-4cc0-a363-cb5d65640d51,448a715c-9af5-4209-be6e-bf0f9ae23fc5,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:46:53.077417
7c5687d3-8b49-435d-b169-816b37c6627b,4c2c1f3e-7b07-4ee0-9f57-e952b2cda363,TASK-ENG-006,CHILD-003,1,mild,hybrid,Put cat under the desk.,5,drag_and_drop,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T14:46:53.141715
8f94a501-4d90-4668-87b6-99a1254cc1a3,7efaed6e-92c7-4d16-b78b-41bdb5fbcd25,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T14:46:53.319246
3d59b4b0-00a1-49db-9fcd-83f7a6bc9ffd,7efaed6e-92c7-4d16-b78b-41bdb5fbcd25,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:46:53.341252
b43a15a6-081b-416d-afdc-aa492fbd8d3c,600a1235-1753-4e36-b20a-e5ef0175cee9,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T14:46:53.419550
0245203e-0336-4cc4-ac91-32e20a50075b,281c3174-c12d-4911-a9ce-77b27357e0c7,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T14:46:53.446707
bf711b5e-8f8c-4f0a-8c0f-674ccd116914,281c3174-c12d-4911-a9ce-77b27357e0c7,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:46:53.465721
8a8db51d-a8ce-4467-ba36-e227861db21c,281c3174-c12d-4911-a9ce-77b27357e0c7,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:46:53.483709
34028422-9955-4480-b9db-5fe73cac404f,d51c8585-e3a4-40b7-8872-d80e7b5f3282,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,3,0.0,2026-09-17T14:46:53.549170
da9cfeed-a64d-40ed-a632-8e8dad73defa,d51c8585-e3a4-40b7-8872-d80e7b5f3282,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T14:46:53.591651
3acd6e51-5fce-4987-8d62-d48d20059f9a,8837ce7b-59c2-450a-a8f9-93f4382078eb,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,0,0.0,2026-09-17T14:46:53.653442
94433035-2c38-4caf-a758-d297866d5767,d3c8b9e4-90a8-4f9a-9fbc-497f62a304ee,TASK-ENG-001,CHILD-001,1,moderate,hybrid,Put crayons in the box.,5,tap_and_place,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T14:54:50.722841
71641d5d-576a-4515-a711-74cae27cae98,1d505ef4-5b83-4d98-a53e-ffcd78609693,TASK-ENG-002,CHILD-001,1,moderate,llm,Put each animal in its home.,6,drag_and_drop,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T14:58:42.000342
af1ae20f-f9eb-4dbb-b5ad-2aeccf6ee9d2,38cffe96-755d-4660-99b8-cee6b3ec599e,TASK-ENG-003,CHILD-001,1,moderate,fallback,Put the big ball in the blue box.,8,drag_and_drop,rule_fallback,hybrid_safe_fallback,1,0.0001,2026-09-17T14:58:42.019558
7f6ac7fb-c949-4a37-9fd6-4fa629367a51,5601adac-2247-47b7-a864-6ba5f30dfba2,TASK-ENG-003,CHILD-003,1,mild,fallback,Put the big ball in the blue box.,8,drag_and_drop,rule_fallback,hybrid_safe_fallback,2,0.0001,2026-09-17T15:01:00.736837
0d209e06-2f2c-4ab8-b4aa-927e3e6bc893,e3152c8a-fb1c-4ef6-9850-e58ea329fe6a,TASK-ENG-004,CHILD-002,1,strong,rule,Look at the food. Find green vegetables.,7,tap_selection,local_template,rule_engine_v1,1,0.0,2026-09-17T15:01:00.843368
