attempt_id,experiment_run_id,adaptation_id,attempt_number,instruction_shown,speech_transcript,speech_confidence,concept_result,response_time_ms,completion_status,created_at
bb877e82-5318-4ba2-9435-ce84fe5bb7a7,94f1f832-b65d-498e-a769-c4157664f810,f115a0cf-2c27-4234-9ed9-57372c089291,1,"First, put your crayons in the box.",Paper on rug.,0.88,incorrect,14000,completed,2026-09-17T14:24:09.011836
731930ce-d655-4a12-a2c5-8ad049a7ec80,94f1f832-b65d-498e-a769-c4157664f810,1d6772a5-a59d-474d-9d65-ad206aafab6c,2,Put the paper in the green bin.,"crayons in box, paper in green bin",0.95,correct,9000,completed,2026-09-17T14:24:09.034851
24bbe3d8-1de8-469b-83a3-19ae59745a9b,efb7b888-299e-4e47-a976-829b88f4d672,2d745e12-a1d0-4885-8161-fe6fe17f9f44,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:29:06.601147
ba7fad4a-e139-4c44-a3ba-d59e6d0a3812,d754efc0-2011-4ab3-b133-209a8b9652c9,c08b95a8-e334-4e47-9bb7-18e9b883ae79,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:29:10.965163
08f1f71f-42c7-48ea-bfde-18171f7c8bb2,d900c224-3d0c-426a-aada-9c62dd2a0a33,613dbb17-7a8f-44d3-a1f3-be8d613f408d,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:29:53.558704
8e771100-c14e-4d22-a650-b9d6fccb5db4,d900c224-3d0c-426a-aada-9c62dd2a0a33,2590cc38-0013-421b-ac84-b5c39825bca3,2,Find where the fish lives.,Tree tree tree.,0.88,correct,6000,completed,2026-09-17T14:29:58.915119
2015e028-5f17-4c0b-9822-f37ef640d5f6,40ccaa61-20d1-48f7-809e-db5c0f169f23,a6f68366-82a0-482f-a087-7cae6b759fef,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:29:59.281926
adbeb886-d562-454e-bfff-ced4f7fc602d,40ccaa61-20d1-48f7-809e-db5c0f169f23,de64752c-f366-46b7-bec2-a5ac13c6b937,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:29:59.321529
d0a98319-5fc7-411c-96a3-4c9537a86b02,5068d31d-575a-43d1-b63c-b713e0646099,ef30ac88-9dbb-4925-841b-15326a510088,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:30:47.151166
c6f0a1c9-902d-4a0f-bd84-4b8144f2b544,5068d31d-575a-43d1-b63c-b713e0646099,9bc0311d-ddd1-428e-ba4c-b7273997c8c1,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T14:30:50.006857
20132be7-aab5-4ef3-a7ef-7294055cfa5b,cbac5c1c-69a4-4d3a-8149-bbf53bb9a817,4c78f2cd-c6f4-4f22-a0dc-b88e5fcdd8cc,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:30:50.057889
864edd27-5ede-43eb-b515-f2225af49c40,cbac5c1c-69a4-4d3a-8149-bbf53bb9a817,2ec7de5c-8b44-44c9-abf3-4e4857348c67,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:30:50.072580
1eb75633-ea47-4368-ae2a-87357db3b0c8,a9f31c9c-ac27-4625-accd-75acf25ed0ab,21298394-a291-4606-9768-95cc1af4f460,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:33:09.712482
47555802-ec24-46b9-9519-1797ce74df2f,a9f31c9c-ac27-4625-accd-75acf25ed0ab,1c0e64c1-3c9a-441f-b1b0-0f159f3a406b,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T14:33:16.719033
f0e038dd-195d-4d3c-94f0-91c390c50055,a9f31c9c-ac27-4625-accd-75acf25ed0ab,2007c001-5e99-4f0f-8bb5-9704a14a4e1c,3,Look at fish. Choose: water or tree?,I don't know.,0.95,incorrect,5000,completed,2026-09-17T14:33:16.735089
e6d408bd-3ef0-4181-8db7-8d7e5b82f440,bd2481c3-e2e8-4556-a0e4-37761ece6e97,d660f103-3f44-4e8a-ac41-7ed5a3f8879a,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:33:16.774813
973e2367-da4e-4543-b6c2-72998f53a5e3,bd2481c3-e2e8-4556-a0e4-37761ece6e97,498e128a-e333-43bf-80ba-68757ad028f9,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:33:16.790962
39d1d4b7-f1aa-4857-954f-5e1ff5e11b20,883b487e-51c8-4e95-95da-c03e1246f3d1,05392cf0-c688-43a6-8ed9-6680749d92fa,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:33:57.423921
92abe7e7-ff99-4a85-93b4-b12f5c3a5d84,883b487e-51c8-4e95-95da-c03e1246f3d1,418019cd-8873-4b11-9da9-cf808d5074fc,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T14:34:33.448463
f34bfe92-2615-4e18-80ef-fd1de71dc075,883b487e-51c8-4e95-95da-c03e1246f3d1,dd628fd6-bae4-4129-9824-52d6826f0c6b,3,Look at fish. Choose: water or tree?,I don't know.,0.95,incorrect,5000,completed,2026-09-17T14:34:33.463581
93bd39d8-9f2e-436e-9cd7-9ef285d06c60,bdb3348c-9c84-425d-a4f4-037c26a7ceba,0d1ff4fb-7ded-4d9b-bded-8a56d350acac,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:34:33.497630
9ad64633-d742-48df-b599-749fdfa83b07,bdb3348c-9c84-425d-a4f4-037c26a7ceba,e2251587-f6dc-4432-9f23-647bc402019d,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:34:33.511533
673e5603-fc4d-46ec-a8c6-4b40fb8a6e28,4fee59b8-7c8e-4597-bae6-d1c237232f34,1e1bb1d4-ded7-4ea4-b09c-30b030c022ca,1,"First, put your crayons in the box.",Paper on rug.,0.88,incorrect,14000,completed,2026-09-17T14:35:08.012695
e673c842-46b5-49db-b16a-c23c2ccef7bf,4fee59b8-7c8e-4597-bae6-d1c237232f34,10319132-41b4-4f40-b419-2dd2dfdf0923,2,Put the paper in the green bin.,"crayons in box, paper in green bin",0.95,correct,9000,completed,2026-09-17T14:35:08.034824
092eb6e6-d772-4c1b-93ec-d6c539f42e9d,9facab47-8a04-4453-80b5-23b946dc354b,512d40bd-1724-43eb-b55e-64c28dc8e4dd,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:35:08.096585
b6a0236b-bbe9-4d16-a096-c5188a5a0dcf,9facab47-8a04-4453-80b5-23b946dc354b,faa18751-21a4-4c57-a648-c5268938a2ad,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T14:35:08.110122
1d3a8ff4-d289-4e43-8ef3-92216c3ca2ac,9facab47-8a04-4453-80b5-23b946dc354b,22b129dd-7cac-4375-bf8a-0ce73be6be9a,3,Look at fish. Choose: water or tree?,I don't know.,0.95,incorrect,5000,completed,2026-09-17T14:35:08.123708
d8f24e85-1f32-403e-86af-a8d553a61fe4,cc479c01-3683-4d1d-8af1-a098f875146e,12243034-d20f-4149-a3a2-82e98d7383c8,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:35:08.154160
32a14288-0e27-4b70-8ed1-113a2d10d555,cc479c01-3683-4d1d-8af1-a098f875146e,1df18869-07f6-4df7-866d-4cc90ab69efa,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:35:08.167662
c2e35116-ef99-4831-809b-aba08ee4a18c,309e5984-a910-4f51-b665-ed86b213f962,0428b524-5b35-43bd-9d7f-0b88c3809296,1,"First, put your crayons in the box.",Paper on rug.,0.88,incorrect,14000,completed,2026-09-17T14:45:39.518279
228999c7-e531-4f50-854d-fa7756161915,309e5984-a910-4f51-b665-ed86b213f962,90b81bde-4b7a-461d-a4f9-7299c4308ba4,2,Put the paper in the green bin.,"crayons in box, paper in green bin",0.95,correct,9000,completed,2026-09-17T14:45:39.672951
88219ba1-1d87-4c01-8ccb-c092491a6353,efbe0f04-3b99-4e54-ba4d-b3bf7456246d,f01acb02-4bf3-47bc-b1d3-36ab6f7fa97c,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:45:40.034587
fbc2bef5-9c9b-4974-9459-f1e890f5315e,efbe0f04-3b99-4e54-ba4d-b3bf7456246d,16500063-c55a-4950-af21-dc088ca99d0e,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T14:45:40.178882
39316ed1-894a-47c1-b960-d0af5371a1fb,efbe0f04-3b99-4e54-ba4d-b3bf7456246d,31b2f005-c19e-49ae-a175-7557091eda4a,3,Look at fish. Choose: water or tree?,I don't know.,0.95,incorrect,5000,completed,2026-09-17T14:45:40.230300
ac8790c3-108c-45c7-8ee7-c076c0cc8a5f,59963779-ef86-47fb-b8e5-570bd430718e,3fb4fb8d-ebfc-4aa3-b540-0aed8d310393,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:45:40.436317
17b2dd0f-1aed-4152-8dca-b27eae8d7db1,59963779-ef86-47fb-b8e5-570bd430718e,85ea6028-3ec6-4d1c-aa01-d86c1a7c7402,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:45:40.592481
879a1045-c616-4d23-8473-7080658fa784,26e08734-7971-4138-8f55-fd7fac85baf2,dfcaf5cb-ea31-4d03-92b5-7c53939d07d7,1,"First, put your crayons in the box.",blue ball,0.88,incorrect,3200,completed,2026-09-17T14:46:27.578961
87e7fdc9-9877-4643-ace6-513e22626487,448a715c-9af5-4209-be6e-bf0f9ae23fc5,696f25fe-d083-4e69-a126-638220092294,1,"First, put your crayons in the box.",blue ball,0.88,incorrect,3200,completed,2026-09-17T14:46:53.066399
4fe5bc9b-3c2f-434b-abe4-befa5614f2af,7efaed6e-92c7-4d16-b78b-41bdb5fbcd25,8f94a501-4d90-4668-87b6-99a1254cc1a3,1,"First, put your crayons in the box.",Paper on rug.,0.88,incorrect,14000,completed,2026-09-17T14:46:53.331245
72faae62-9b99-4583-84ff-6169f89193d6,7efaed6e-92c7-4d16-b78b-41bdb5fbcd25,3d59b4b0-00a1-49db-9fcd-83f7a6bc9ffd,2,Put the paper in the green bin.,"crayons in box, paper in green bin",0.95,correct,9000,completed,2026-09-17T14:46:53.355517
bb9af0bb-b780-43a7-bed8-0c3bb8d48917,281c3174-c12d-4911-a9ce-77b27357e0c7,0245203e-0336-4cc4-ac91-32e20a50075b,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T14:46:53.459709
ddbfedde-1192-4857-80bb-c6faecb45a72,281c3174-c12d-4911-a9ce-77b27357e0c7,bf711b5e-8f8c-4f0a-8c0f-674ccd116914,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T14:46:53.476721
4b6a8a20-56f6-4996-8365-9922d611595e,281c3174-c12d-4911-a9ce-77b27357e0c7,8a8db51d-a8ce-4467-ba36-e227861db21c,3,Look at fish. Choose: water or tree?,I don't know.,0.95,incorrect,5000,completed,2026-09-17T14:46:53.494712
905033f6-e2bd-4e97-b936-b85ca0833a16,d51c8585-e3a4-40b7-8872-d80e7b5f3282,34028422-9955-4480-b9db-5fe73cac404f,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T14:46:53.571071
06749dfc-6ab0-4024-aabe-931996df84bc,d51c8585-e3a4-40b7-8872-d80e7b5f3282,da9cfeed-a64d-40ed-a632-8e8dad73defa,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T14:46:53.608087
246cfb64-e4df-45a0-89bf-555b29c14f18,67d3f484-7eaa-4130-b4e3-1a2da7df301a,491d74d2-3159-4508-a440-f8e3672cecc8,1,"First, put your crayons in the box.",blue ball,0.88,incorrect,3200,completed,2026-09-17T15:01:01.110941
a818108e-e89b-44e3-880e-b61465f99d19,867da5d4-dbf0-4833-aae2-0ab513387f23,19be77de-a4b8-49d8-a9fb-cfbbd1a63130,1,"First, put your crayons in the box.",Paper on rug.,0.88,incorrect,14000,completed,2026-09-17T15:01:01.474508
0b2c3998-4378-4329-8e0f-127fa3e909ff,867da5d4-dbf0-4833-aae2-0ab513387f23,9f0c0450-a08c-43e1-919b-297063fcaae0,2,Put the paper in the green bin.,"crayons in box, paper in green bin",0.95,correct,9000,completed,2026-09-17T15:01:01.537884
9c86594d-6b1b-4a90-9011-86b1eaedf6f7,8a9a5314-c46b-42ef-8e40-8237383593fd,343200bb-f3a3-4d0b-8703-9c4e0b549530,1,Put each animal in its home.,Fish live in a tree.,0.92,incorrect,7000,completed,2026-09-17T15:01:01.745645
051076b8-d330-45a9-bace-7495b63d5ee0,8a9a5314-c46b-42ef-8e40-8237383593fd,f3d78d2d-f064-4437-a09e-040796e3c94f,2,Find where the fish lives.,Fish in a tree.,0.88,incorrect,6000,completed,2026-09-17T15:01:01.807690
68924104-7aaa-4f0c-8f61-6e0118a08d2e,8a9a5314-c46b-42ef-8e40-8237383593fd,70fde3df-0c95-4487-a1b1-8b414efad006,3,Look at fish. Choose: water or tree?,I don't know.,0.95,incorrect,5000,completed,2026-09-17T15:01:01.851360
b0c9f566-b9b6-4c26-9289-9f58890f6b83,d8b21811-36fb-4280-ba88-6e27a6437f33,d6cfa7c0-e18e-4c7d-8904-7fc15a5d8696,1,Put each animal in its home.,Fish tree.,0.9,incorrect,5000,completed,2026-09-17T15:01:01.984872
c2836859-6f7f-4588-bcd5-5af2547508bd,d8b21811-36fb-4280-ba88-6e27a6437f33,3bae6256-6a07-4313-9478-e2e9b37e8503,2,Where does the fish live?,Fish live in water.,0.95,correct,5000,completed,2026-09-17T15:01:02.057697
