summary_id,record_id,dataset_layer,quality_status,overall_quality_score,rules_executed,rules_passed,warnings_count,errors_count,critical_count,requires_expert_review,research_eligible,approved_for_child_delivery
SUM-f717f7b5027b,C3-EN-INST-ONE-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-73bd0307b9f4,C3-EN-INST-TWO-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-0e8514989700,C3-EN-INST-THREE-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-df0ca1599f68,C3-EN-INST-BEFORE-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-5d6f9668924c,C3-EN-INST-IFTHEN-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-d44c647268a0,C3-EN-SENT-REL-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-a3442ea527c8,C3-EN-SENT-PASS-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-c1a1698beb03,C3-EN-SENT-AR-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-987c7ed11d33,C3-EN-COMP-PASSAGE-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-42ad7a75908c,C3-EN-COMP-PASSAGE-002,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-7f961489c608,C3-EN-COMP-SEQ-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-1f2859e856b4,C3-EN-COMP-MAIN-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-bd1b0fa1d960,C3-EN-COMP-YESNO-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-c27e6522bf5b,C3-EN-COMP-WH-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-54cebfabfb2b,C3-EN-TASK-ENG-001,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-747239c61929,C3-EN-TASK-ENG-002,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-a58b3c483c29,C3-EN-TASK-ENG-003,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-2ceaddbcc17f,C3-EN-TASK-ENG-004,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-b55e7985cc51,C3-EN-TASK-ENG-005,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-0ea4c2ebfc7f,C3-EN-TASK-ENG-006,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-912ed0f370ab,C3-EN-TASK-ENG-007,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-e29c3648c17e,C3-EN-TASK-ENG-008,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-12fe2f73271c,C3-EN-TASK-ENG-009,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-a214a4763b74,C3-EN-TASK-ENG-010,adaptation_test_set,automatic_check_passed,100.0,16,16,0,0,0,True,False,False
SUM-b1e2c781f680,SIMP-EN-0001,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-3e1b9cb6af87,SIMP-EN-0002,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ff24d410e522,SIMP-EN-0003,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-acac2d9e1278,SIMP-EN-0004,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-0175efb9577b,SIMP-EN-0005,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-11e4ce27e503,SIMP-EN-0006,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-d8d1b2dbf5cd,SIMP-EN-0007,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-11d9c4ad2056,SIMP-EN-0008,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-96ea2dc4b3f6,SIMP-EN-0009,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-5d9cf6ef46c2,SIMP-EN-0010,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f1968f60bd43,SIMP-EN-0011,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-2976f5bca80a,SIMP-EN-0012,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-00c2a177a030,SIMP-EN-0013,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-4edbbfea83db,SIMP-EN-0014,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-624bfb51ee58,SIMP-EN-0015,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-9c8d0a42afa3,SIMP-EN-0016,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8d52e484fd56,SIMP-EN-0017,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c923c11078f0,SIMP-EN-0018,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-00c34fdc159b,SIMP-EN-0019,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-37619deb0f5a,SIMP-EN-0020,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-cbc5e66a2b3b,SIMP-EN-0021,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-4614b7b01249,SIMP-EN-0022,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-0dfe29582615,SIMP-EN-0023,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-9ae9cd30eef9,SIMP-EN-0024,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-a87565cc91e9,SIMP-EN-0025,simplification_corpus,automatic_check_failed,76.0,14,12,0,2,0,True,False,False
SUM-f75016b1f75e,SIMP-EN-0026,simplification_corpus,automatic_check_failed,76.0,14,12,0,2,0,True,False,False
SUM-92bc5ad2f5b8,SIMP-EN-0027,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-279468e04147,SIMP-EN-0028,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-e0d9fa895ff7,SIMP-EN-0029,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-99ff04c56cf8,SIMP-EN-0030,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-0a5412c0876e,SIMP-EN-0031,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-df0b25f2d50a,SIMP-EN-0032,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-19d6b98fb0e7,SIMP-EN-0033,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-1b76568a78de,SIMP-EN-0034,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-d409ffbbe961,SIMP-EN-0035,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-bc2374eac841,SIMP-EN-0036,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-4362f4201564,SIMP-EN-0037,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-fd57e5b88220,SIMP-EN-0038,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-44c65ab68b97,SIMP-EN-0039,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-fcef9db509f7,SIMP-EN-0040,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-152ea6ef495c,SIMP-EN-0041,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-39b217a3c0d6,SIMP-EN-0042,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-45705becbc14,SIMP-EN-0043,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-de88d166ac32,SIMP-EN-0044,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-cb502f04ed86,SIMP-EN-0045,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-815163bb728b,SIMP-EN-0046,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-2d0c718aed9e,SIMP-EN-0047,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-d01cd3e1d2b0,SIMP-EN-0048,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-18a7ec375ef7,SIMP-EN-0049,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-72fb136b2c1d,SIMP-EN-0050,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-302146cf32c5,SIMP-EN-0051,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-b71c1ba53873,SIMP-EN-0052,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-711ebafc1777,SIMP-EN-0053,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-2446cef56018,SIMP-EN-0054,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7d44ecddb469,SIMP-EN-0055,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-a38565159063,SIMP-EN-0056,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-96f427e79fd3,SIMP-EN-0057,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-fdeecdcda786,SIMP-EN-0058,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-339fd501123e,SIMP-EN-0059,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-0206e728c7b5,SIMP-EN-0060,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-90010a3e53ad,SIMP-EN-0061,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8dd2ef64c42e,SIMP-EN-0062,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-b5ef9a9c0227,SIMP-EN-0063,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-79d4b3606f1e,SIMP-EN-0064,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8d05f0da37eb,SIMP-EN-0065,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-172248d60608,SIMP-EN-0066,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-1f5608ddc8fe,SIMP-EN-0067,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-4990466062a6,SIMP-EN-0068,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f45cc129a57f,SIMP-EN-0069,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-5164dab44f7b,SIMP-EN-0070,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f018869b1f7a,SIMP-EN-0071,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-448b6f193c63,SIMP-EN-0072,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-fc5af5a1ac61,SIMP-EN-0073,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-22f8136347f7,SIMP-EN-0074,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-71b31efde179,SIMP-EN-0075,simplification_corpus,automatic_check_failed,85.0,14,12,1,1,0,True,False,False
SUM-ce2d7269b7be,SIMP-EN-0076,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-fbf68d9d34d9,SIMP-EN-0077,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-d647cdc377af,SIMP-EN-0078,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-6a368177e3df,SIMP-EN-0079,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-418d5c1cfc2b,SIMP-EN-0080,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-63254c4b1ab4,SIMP-EN-0081,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7636e8b38ea5,SIMP-EN-0082,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-6a0f9877c2ba,SIMP-EN-0083,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-9dc2228056de,SIMP-EN-0084,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-5290a921cf09,SIMP-EN-0085,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-2b6152f31f12,SIMP-EN-0086,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-1448db87780e,SIMP-EN-0087,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f8369a0521e8,SIMP-EN-0088,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-53337badf2e2,SIMP-EN-0089,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-6161ec0857fd,SIMP-EN-0090,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-59b5588d5ec2,SIMP-EN-0091,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-dcae2bacc7d1,SIMP-EN-0092,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f19e320a5307,SIMP-EN-0093,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7deecb53ce64,SIMP-EN-0094,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-b09f49c08275,SIMP-EN-0095,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-b376259d2796,SIMP-EN-0096,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-de97edcb04fb,SIMP-EN-0097,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-39f2de55b98b,SIMP-EN-0098,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ca4c4e91051c,SIMP-EN-0099,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7f1576d7f57f,SIMP-EN-0100,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-50470a101ece,SIMP-EN-0101,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-5e9dcd8b9eab,SIMP-EN-0102,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-2d7e3f37adc0,SIMP-EN-0103,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-5989a2a78ee2,SIMP-EN-0104,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-744c3adad6b3,SIMP-EN-0105,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-239ae38661e4,SIMP-EN-0106,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-be262dc96ff0,SIMP-EN-0107,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-aaccb80a81d4,SIMP-EN-0108,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-98b225491f0e,SIMP-EN-0109,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-a0589fef09d1,SIMP-EN-0110,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-eb30818fbad0,SIMP-EN-0111,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-09ea6841e454,SIMP-EN-0112,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8b9c1a84b082,SIMP-EN-0113,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-db409e598c23,SIMP-EN-0114,simplification_corpus,automatic_check_failed,85.0,14,12,1,1,0,True,False,False
SUM-3ecb05d52919,SIMP-EN-0115,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-1f9aa2f14c6e,SIMP-EN-0116,simplification_corpus,automatic_check_failed,88.0,14,13,0,1,0,True,False,False
SUM-98886a608ce0,SIMP-EN-0117,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ef58b8c5a7bc,SIMP-EN-0118,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c34abb7ca60f,SIMP-EN-0119,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ed6d2ff92390,SIMP-EN-0120,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-90ab562cb90a,SIMP-EN-0121,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-10e6a167eb18,SIMP-EN-0122,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-862d5730bc6c,SIMP-EN-0123,simplification_corpus,manual_review_required,97.0,14,13,1,0,0,True,False,False
SUM-c37c3f2ff17c,SIMP-EN-0124,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f82ff52fbd06,SIMP-EN-0125,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-be3c41228c48,SIMP-EN-0126,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-05403c057a9c,SIMP-EN-0127,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c7c617d7ea55,SIMP-EN-0128,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-a305a845dc9b,SIMP-EN-0129,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-4d8e3b1949b2,SIMP-EN-0130,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c1af679db35f,SIMP-EN-0131,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ff753645f6d9,SIMP-EN-0132,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-4e62695674b2,SIMP-EN-0133,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-9daad68b5243,SIMP-EN-0134,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-9b3545514d88,SIMP-EN-0135,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-9ffa4031904f,SIMP-EN-0136,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-551b57b74f37,SIMP-EN-0137,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-0b28ed6ce61f,SIMP-EN-0138,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c1ab0397506d,SIMP-EN-0139,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-826d7380d72e,SIMP-EN-0140,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-6bd0e0154a4f,SIMP-EN-0141,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-82fa7f21e69e,SIMP-EN-0142,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-06a64e48522c,SIMP-EN-0143,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-1a5695c14f3a,SIMP-EN-0144,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-b042d1bc750a,SIMP-EN-0145,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ff625e52c55c,SIMP-EN-0146,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-fa2acceff100,SIMP-EN-0147,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-1daca828f999,SIMP-EN-0148,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-85edf28830a7,SIMP-EN-0149,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-b86b7a963254,SIMP-EN-0150,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-720012e56fb4,SIMP-EN-0151,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8e38dcddbf32,SIMP-EN-0152,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-0e91318d4a38,SIMP-EN-0153,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-a2cda582612a,SIMP-EN-0154,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c11b01a8af95,SIMP-EN-0155,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-6a46239d0b78,SIMP-EN-0156,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ffbb1ef198fa,SIMP-EN-0157,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-e926786d7ebb,SIMP-EN-0158,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-add9d04e9bd4,SIMP-EN-0159,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-357345898304,SIMP-EN-0160,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-e2f599e464b7,SIMP-EN-0161,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-760852ee7168,SIMP-EN-0162,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7182d0ecfc7f,SIMP-EN-0163,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-77b1a73f441c,SIMP-EN-0164,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-0f0b22e24b95,SIMP-EN-0165,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-62d11a047876,SIMP-EN-0166,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ce18e94080aa,SIMP-EN-0167,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ae7ea28b57cc,SIMP-EN-0168,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8d03bb9e2f56,SIMP-EN-0169,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-bca25faf06fa,SIMP-EN-0170,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-15eee850aef7,SIMP-EN-0171,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-04fb76b6ca02,SIMP-EN-0172,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-bf37999972d2,SIMP-EN-0173,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8be3368af8ba,SIMP-EN-0174,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8ceda896c7f7,SIMP-EN-0175,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-03edb7186b4c,SIMP-EN-0176,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-974f2bf9d56a,SIMP-EN-0177,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8afae5c2bc1a,SIMP-EN-0178,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c1440884659b,SIMP-EN-0179,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-a118756967fd,SIMP-EN-0180,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-af64e458402c,SIMP-EN-0181,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c302d0aa7c34,SIMP-EN-0182,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
